towerdb owner,identification - site key,identification - code,identification - fl,position - site name,identification - other mno fl,position - macro region,position - region,position - municipality,position - address,position - latitude,position - longitude,category - categorization by transmission sys (subcluster),category - categorization by site type,column1,category - categorisation by inhabitants,other - ownership,other - status,column2,column3,column4,column5,column6,column7,column8,column9,column10,lease contract - current annual lease fee,lease contract - lease contract comment,column11,column12,column13,column14,tenants - anchor,tenants - vf - ran sharing,tenants - vf - passive,tenants - wind - ran sharing,tenants - wind - passive,tenants - cosmote - passive,tenants - ran sharing tenants,tenants - passive tenants,tenants - non-mno tenants,tenants - non-mno tenant name,tenants - total tenants,column15,ee - no. of 24hr generators,ee - no. of standby generators,kpi - sites,kpi - tenants,msa - bts/replacement,msa - bts commitment site,column16,infrastructure type - technology,infrastructure type - fibre / microwave,infrastructure type - floor space,infrastructure type - tower height,column17,notified-97 (gr use only),changes (gr use only),msa - billing trigger stop date,other - indoor vs outdoor,skylon - category,msa - standard configuration,msa - construction type,msa - hub sites total mw diameter,bp - consolidated classification,msa - critical site,sensitive - due to,sensitive - description,sensitive - department,notified - department,notified - due to,msa - sensitive,msa - notified,notified - status,notified - details,msa - rectifier,msa - battery,msa - aircon,msa - revenue generating,msa - date of decommissioning,flag indicating bts site,msa - billing trigger date,msa - dg-shelter,msa - critical site in excess of the 15.5% cap,msa - form of active sharing,msa - start date for active sharing arrangement,msa - end date for active sharing arrangement,column18,msa - rfai date,msa - site acceptance date,msa - sub-lease reason,msa - sub-lease applies,msa - date of equipment removal (vf),msa - date of equipment removal (wh)
Vodafone,100-3019323,100,3019323,AGIOI ANARGYROI,218903,???????,??????? ????? ??????,????? ????????? - ?????????,"?????????? 54 & ????????,???.??????? ????? ?????????",38.04426111,23.72918889,Macro,Rooftop,,Heavy Urban,Collocation_VF_Own,Planned,,,,,,,,,,20761.32,,,,,,1,0,0,0,1,0,0,1,0,,2,,0,0,0,0,,No,,2g,Mw,,,,,,,,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Vodafone,1003-3011524,1003,3011524,GERAKAS SOUTH,116004,???????,?????????? ???????,??????,"?????????? 33, ???????",38.02676111,23.85641389,Macro,Rooftop,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,22252.92,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Fo,6,2.4,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1005-2001005,1005,2001005,YMITTOS SOUTH,,???????,????????? ????? ??????,???????,"???? ""Radar"", ???? ???????, ???????\????????? ????? ??????\???????",37.93926111,23.80363056,Transmission Site,Greenfield,,Heavy Urban,Standalone,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,0,0,0,0,,1,,0,1,1,1,,No,,No Radio,Mw,30.5,30,,,,,Indoor,GBT,Transmission Site,Greenfield,,Transmission Site,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,Forestal,No,,
Vodafone,1005-3011513,1005,3011513,ANDROY ANO LIOSSIA,,???????,??????? ???????,??? ???????,???. ???????????? (????? ??????) 33 & ?????????,38.08509722,23.69002222,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,9559.56,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g,Mw,8.16,3.16,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1008-2001008,1008,2001008,????? TOWER,,???????,????????? ????? ??????,????????,"????. ????????? 2-4, ??????????? (?????? ??????)",37.98481667,23.760575,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,262649.52,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,1,1,1,,No,,2g/3g/4g,Fo,0,8,,,,,Indoor,RTT,Transmission Hub Site_4-sector,Rooftop,<09,Special,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1009-3011416,1009,3011416,ILEKTRAS AHARNES,,???????,?????????? ???????,???????,"???????? (????? ??????) 11, ???????? ???????? (?? 2589)",38.10148333,23.74918889,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,17314.2,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,5.2,5,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,101-1002102,101,1002102,????????,A00301,????????? ??????????,????????????,?????,?' ???? (??????? 979/980) ?.?.??????????,40.65731389,22.869225,Macro,Greenfield,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,0,No lease - VF offices,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Fo,12.5,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1011-3010468,1011,3010468,ARGOS ORESTIKO CNR,,??????? ??????????,?????????,?????????,"?????????? 2 & ???????????, ????? ????????",40.45039444,21.26277778,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,7601.52,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,8,4.75,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1012-2001012,1012,2001012,???? ??????? -??????????,,???????,????????,??????????,"???? ""??????????"", ?????? ??????????",37.995375,23.63085,Macro,Greenfield,,Heavy Urban,Standalone,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,0,0,0,0,,1,,0,1,1,1,,No,,2g,Fo,22.5,30,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,<09,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,Forestal,No,,
Vodafone,1016-3010634,1016,3010634,SERVIA KOZANIS,494201,??????? ??????????,???????,???????,"1o ???. ???????-??????? (??????. # 1448), ??????",40.18510833,21.99140556,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,30098.1408,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,4,4.3,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,Special,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1018-3010369,1018,3010369,KERASSIA EVIAS,A16601,??????? ???????,???????,??????,"???? ""??. ????????????"", ???????",38.93093056,23.319475,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4635.96,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,102-1000102,102,1000102,??????????? ??????,250001,????????? ??????????,????????????,????????????,???????? 76 & ?????? 24,40.63564722,22.94367222,Macro,Rooftop,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,167113.56,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Fo,31.3,11.2,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,Special,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1021-3010828,1021,3010828,KASTORIA WEST,252201,??????? ??????????,?????????,?????????,"???? ""????????"" - ?????? (??????)",40.52595,21.25055833,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Vodafone,1022-3010771,1022,3010771,RODOHORI IMATHIAS,A45401,????????? ??????????,???????,???????,"???? '??????"", ????????",40.68454722,22.04114167,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3918.72,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1023-3011115,1023,3011115,LEIANOVERGI IMATHIAS,A27701,????????? ??????????,???????,???????,"???? ""???????????"", ???. ????. ???????",40.617875,22.50448889,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3729.6,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1026-2001026,1026,2001026,???????? REP.,,???????,??????? ????? ??????,?????????,"???? ""?????????????"", ????????",38.06065,23.69390833,Macro,Greenfield,,Heavy Urban,Collocation_VF_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,1,0,1,0,,2,,0,1,1,1,,No,,2g/3g,Fo,12.5,24,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,>09,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,Forestal,No,,
Vodafone,1027-3010382,1027,3010382,STOUPEOI EVIAS,A59301,??????? ???????,???????,?????????,"???? ""??????? ? ???????"", ?????????? ???????",38.12425278,24.33170833,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4235.28,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1038-2001038,1038,2001038,??????? REP.,,???????,?????? ????? ??????,????????,??. ???????? 25 (??????? ??????????) - ??????? ?.?.16674,37.86315278,23.75251667,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,25462.68,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,0,3,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1039-3010154,1039,3010154,KYRA VGENA ET/NIAS,371501,??????? ???????,????????????????,?????????,"???? '????????"", ???. ????. ???? ??????",38.63512222,21.54885556,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3056.16,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,15,12,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1041-2001041,1041,2001041,PANORAMA VOULAS,,???????,?????? ????? ??????,????????,???? ??????? ???????/???????? ????? ?????? ???????? ?????????? ???????,37.86537222,23.78279722,Transmission Site,Greenfield,,Heavy Urban,Standalone,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,0,0,0,0,,1,,0,2,1,1,,No,,No Radio,Mw,22.5,24,,,,,Indoor,GBT,Transmission Site,Greenfield,,Transmission Site,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,Forestal,No,,
Vodafone,1045-2001045,1045,2001045,PAGKRATI REP.,,????????? ??????????,??????,????????,"??????? 12 & ??????????, ????????",37.96981944,23.73751944,Transmission Site,Rooftop,,Rural,Standalone,In Service,,,,,,,,,,12291.96,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,No Radio,Mw,8,4.26,,,,,Outdoor,RTT,Transmission Site,Rooftop,<09,Transmission Site,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1045-3010426,1045,3010426,NEA SANTA EAST,,????????? ??????????,??????,????????,"????? ""??????"", ???. ????. ???? ??????",40.83092222,22.95950833,Macro,Greenfield,,Rural,Standalone,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,15,12,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,Forestal,No,,
Vodafone,1049-3010368,1049,3010368,EPTALOFOS KILKIS,A82501,????????? ??????????,??????,????????,"???? ""??????????"", ???. ????. ?????????",41.00036389,23.06673889,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3275.64,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1050-3010358,1050,3010358,PONTOKERASEA KILKIS,A82601,????????? ??????????,??????,????????,"???? ""??????? ?????? ? ??????"", ???. ????. ?????????",41.06008611,23.08174167,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3291.36,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,105-1000105,105,1000105,??????????? ??????????,401201,????????? ??????????,????????????,??????,"???? ""???????"", ??????? ""????????"", ???. ????. ??????????",40.51036944,22.96088889,Macro,Greenfield,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,18090.62112,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,1,1,1,,No,,2g/3g/4g,Fo,11.46,36,,,,,Indoor,GBT,Transmission Hub Site_4-sector,Greenfield,<09,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1054-3010418,1054,3010418,MAKRAKOMI FTHIOTIDOS,A16201,??????? ???????,?????????,??????????,"???? ""???????"", ???. ????. ?????????",38.95650278,22.17138333,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,2829.72,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1058-3010344,1058,3010344,NEOS SKOPOS SERRON,330701,????????? ??????????,??????,????????,"???? ""???????? ? ???? ?????????"" (???????? # 1123 & 1124), ???? ??????",41.00757778,23.60231111,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4116.12,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1059-3010153,1059,3010153,DASOCHORI XANTHIS,A03101,?????????? ?????????? ??? ??????,??????,????????,"???? ""?????????"", ???. ????. ????????",40.91783889,24.84707222,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3595.8,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1060-2001060,1060,2001060,PEANIA TOWER,,????????? ??????????,??????,????????,"19,5 ???. ????. ???????????, ???????",37.94120556,23.86946667,Transmission Site,Greenfield,,Rural,Standalone,In Service,,,,,,,,,,8749.2,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,1,1,1,,No,,No Radio,Fo,22.5,30,,,,,Indoor,GBT,Transmission Site,Greenfield,>15,Transmission Site,Yes,neighbors' reactions,???????????,Retention,Retention,Forced Decommissioning,Yes,Yes,Confirmed To Be Dismantled,Temporary,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1060-3010126,1060,3010126,EVROPOS KILKIS,A82201,????????? ??????????,??????,???????,"???? ""????????"", ??????? ???????, ???. ????. ???????",40.89592778,22.542275,Macro,Greenfield,,Urban,Shared_VF_Own,In Service,,,,,,,,,,2442.96,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Fo,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,106-3019319,106,3019319,AGIOI ANARGYROI,,???????,??????? ????? ??????,????? ????????? - ?????????,???????? & ?????????? 20,38.04009444,23.73002222,Macro,Rooftop,,Urban,Standalone,Planned,,,,,,,,,,16161.6,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2g/3g/4g,Mw,,,,,,,,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Vodafone,1063-2001063,1063,2001063,???????? ????,,???????,??????? ????? ??????,?????????,"???? ""?????????"", ???????? ????",38.02981944,23.65335278,Macro,Greenfield,,Heavy Urban,Standalone,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,0,0,0,0,,1,,0,1,1,1,,No,,2g/3g,Fo,22.5,48,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,>15,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,Forestal,No,,
Vodafone,1069-3009958,1069,3009958,TRILOFOS PIERIAS,200602,????????? ??????????,???????,????????,"??????? ""????? ????????"", ??????????? 635, ???. ????. ????????",40.38232222,22.45253611,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3543.6,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,107-1000107,107,1000107,????????? ????/???,358401,????????? ??????????,????????????,??????? - ????????,"???? ""????????? ? ???????"", ????? ??????? ????????",40.59592222,23.10478611,Macro,Greenfield,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,7478.28,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,1,1,1,,No,,2g/3g/4g,Fo,11.46,42,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,>12,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1071-3010253,1071,3010253,KARPENISI CNR,A12201,??????? ???????,??????????,???????????,"?????????? 17, ?????????",38.91456389,21.79470278,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,13495.2,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,4,5.75,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,CP authority issues,?????? ????????,Retention,,,Yes,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1076-3012154,1076,3012154,PETROKERASA,A26501,????????? ??????????,????????????,???????????,"????? ""????????"", ???????????",40.501475,23.27228889,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3038.04,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1077-3010431,1077,3010431,NAFPLIO TOWN,144601,????????????,?????????,????????,"?????????? 35, ??? ????????",37.569,22.81165,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,10238.88,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,2,4,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,108-1000108,108,1000108,????????,A26201,????????? ??????????,????????????,???????,"???? �???????????�, ??????????? 619?, ???. ????. ????????????",40.74481111,23.04312222,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,11876.52,,,,,,1,0,0,1,0,1,1,1,0,,3,,0,1,1,1,,No,,2g/3g/4g,Mw,22.5,42,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1083-2001083,1083,2001083,????????? 192 & ?????????-??????? REP.,,???????,????????? ????? ??????,????????,"????????? 192 & ????????, ???????",38.00509444,23.71446389,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,14541.24,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Fo,1,7.6,,,,,Indoor,RTT,Transmission Hub Site_3-Sector,Rooftop,<09,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1085-3010347,1085,3010347,KARAOLI STAVROUPOLI,,????????? ??????????,????????????,?????????????,"????????????? ????? 9, (????? ?? ??????? ??????? & ????????? 4), ??????? ?????????? ????????????",40.66425833,22.93089444,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,10306.56,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,5.25,4.8,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,CP authority issues,?????? ????????,Retention,,,Yes,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1088-3011359,1088,3011359,LAKKA PAXOI,D27801,?????? ?????,????????,?????,?????,39.23236111,20.13743611,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,8697.24,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,4,8.31,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1089-3011358,1089,3011358,BENITSES KERKYRA,S88202,?????? ?????,????????,?????????,"?????????, ??????? ""????????""",39.54514167,19.91048889,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,7712.64,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,5.3,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1090-2001090,1090,2001090,SINA REP.,,???????,????????? ????? ??????,????????,"???? 20, ????????",37.980375,23.735575,Transmission Site,Rooftop,,Rural,Standalone,In Service,,,,,,,,,,15562.56,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,No Radio,Mw,6,2.1,,,,,Indoor,RTT,Transmission Site,Rooftop,<09,Transmission Site,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1092-3011839,1092,3011839,SAMI KEFALONIAS,313802,?????? ?????,???????????,?????,"??????? ""???????"", ????",38.24847222,20.64770833,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,19116.36,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,4,4.8,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,109-3020064,109,3020064,KLEOMENOUS KOLONAKI,,???????,????????? ????? ??????,????????,?????????? 2,37.97926389,23.74224167,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,26154.96,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,2.9,5.5,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,1095-3011418,1095,3011418,KORDELIO PERIFEREIAKI SW,D51601,????????? ??????????,????????????,??????????-??????,??????????? 61,40.670925,22.88339167,Macro,Rooftop,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,8943,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,3.4,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,1096-3011849,1096,3011849,MILEA ARKADIAS,354602,????????????,????????,??????????,"?????? ??????? & ?????????? (???) ????????, ?.?. 64+800, ???/??? ????????-????????-?????????",37.580475,22.43111667,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,7233.6,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,6,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
