towerdb owner,identification - site key,identification - code,identification - fl,position - site name,identification - other mno fl,position - macro region,position - region,position - municipality,position - address,position - latitude,position - longitude,category - categorization by transmission sys (subcluster),category - categorization by site type,column1,category - categorisation by inhabitants,other - ownership,other - status,column2,column3,column4,column5,column6,column7,column8,column9,column10,lease contract - current annual lease fee,lease contract - lease contract comment,column11,column12,column13,column14,tenants - anchor,tenants - vf - ran sharing,tenants - vf - passive,tenants - wind - ran sharing,tenants - wind - passive,tenants - cosmote - passive,tenants - ran sharing tenants,tenants - passive tenants,tenants - non-mno tenants,tenants - non-mno tenant name,tenants - total tenants,column15,ee - no. of 24hr generators,ee - no. of standby generators,kpi - sites,kpi - tenants,msa - bts/replacement,msa - bts commitment site,column16,infrastructure type - technology,infrastructure type - fibre / microwave,infrastructure type - floor space,infrastructure type - tower height,column17,notified-97 (gr use only),changes (gr use only),msa - billing trigger stop date,other - indoor vs outdoor,skylon - category,msa - standard configuration,msa - construction type,msa - hub sites total mw diameter,bp - consolidated classification,msa - critical site,sensitive - due to,sensitive - description,sensitive - department,notified - department,notified - due to,msa - sensitive,msa - notified,notified - status,notified - details,msa - rectifier,msa - battery,msa - aircon,msa - revenue generating,msa - date of decommissioning,flag indicating bts site,msa - billing trigger date,msa - dg-shelter,msa - critical site in excess of the 15.5% cap,msa - form of active sharing,msa - start date for active sharing arrangement,msa - end date for active sharing arrangement,column18,msa - rfai date,msa - site acceptance date,msa - sub-lease reason,msa - sub-lease applies,msa - date of equipment removal (vf),msa - date of equipment removal (wh)
Vodafone,5659-3008925,5659,3008925,LAMIA CNR 2,970102,??????? ???????,?????????,???????,"??????????? 7 & ??????, ?????",38.899275,22.43833333,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,20195.76,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,4.59,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5660-3008296,5660,3008296,MILATOS LASITHIOU,357103,??????,????????,????????? (?????????),"???? ""????"", ??????? ????????",35.30980278,25.57362778,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,5827.32,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,4,5.2,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,566-1000566,566,1000566,PENDELIS AVE. - VRILISSIA,,???????,??????? ????? ??????,??????????,"???????? ???????? 12, ?????????.",38.03481667,23.825025,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,14516.52,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Fo,8,3,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5661-3008832,5661,3008832,KOMNINA KOZANIS,A66501,??????? ??????????,???????,???????,"???? ""?????"", ???. ????. ????????",40.58844167,21.82418889,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Vodafone,5662-3010377,5662,3010377,LEFKOPIGI KOZANIS,A57401,??????? ??????????,???????,???????,"????? ""?????????"", ???. ????. ????????????",40.24066667,21.70778611,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Vodafone,5664-3011270,5664,3011270,FRAGMA ILARIONOS 2,A57501,??????? ??????????,???????,??????????,"???? ""????????"", ??????? ??????",39.96983333,21.83111944,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3269.28,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,567-1000567,567,1000567,SIVITANIDOU STR.,243601,???????,?????? ????? ??????,?????????,"??????? 4, ????????",37.95759722,23.70113056,Macro,Rooftop,,Heavy Urban,Shared_VF_Own,In Service,,,,,,,,,,38951.82192,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,5.7,6.7,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,Special,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5671-3008211,5671,3008211,KERAMES RETHIMNOU,979201,??????,????????,????? ?????????,"??????, ???. ????. ??????, ???. ????. ??????",35.16759722,24.51581667,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,6046.2,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5673-3009413,5673,3009413,SANTORINI AIRPORT,,?????? ???????,?????,?????,"???? ""???????"", ????? ?????????",36.39341111,25.46225833,Macro,Rooftop,,Urban,Standalone,Out Of Service / Active Lease,,,,,,,,,,16220.16,,,,,,1,0,0,0,0,0,0,0,0,,1,,1,0,1,1,,No,,2g/3g/4g,Mw,4,6,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,owner,??????????? / ?????????,Retention,Retention,Forced Decommissioning,Yes,Yes,At Risk,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5674-3011564,5674,3011564,PAROS AIRPORT,,?????? ???????,?????,?????,"???? ""???????"", ??????? ""?????"", ????????",37.01646944,25.13448333,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,8579.28,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,8,4.09,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,568-1000568,568,1000568,TATOIOU (FANARIA METAM.),276401,???????,??????? ????? ??????,?????????????,"???????? 4 ??? ?.?. ??????-?????? (12? ???.), ???????????",38.06648333,23.75585556,Macro,Rooftop,,Heavy Urban,Collocation_VF_Own,In Service,,,,,,,,,,35525.79072,,,,,,1,0,0,0,1,0,0,1,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,3.6,8.05,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,Special,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5687-3009203,5687,3009203,SKOTOUSSA SERRON,361301,????????? ??????????,??????,??????????,????????? ??????????,41.13980278,23.40091944,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3840.48,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5689-3009300,5689,3009300,LAVARA EVROU 2,,?????????? ?????????? ??? ??????,?????,?????,"????? ""?????"", ???. ????. ???????",41.28642222,26.409075,Macro,Greenfield,,Rural,Standalone,Planned To Be Dismantled,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,10.38,30,,X,,,N/A - No Active Equipment,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,Construction,Exit Of Active Sharing,No,Yes,Confirmed To Be Dismantled,Permanent,Yes,Yes,Yes,0,,No,,No,No,,,,,,,Forestal,No,6/11/2020,
Vodafone,569-1000569,569,1000569,NEO IRAKLIO SQ.,223202,???????,??????? ????? ??????,?????????,???????? ????? 8,38.04731667,23.76724444,Macro,Rooftop,,Heavy Urban,Collocation_VF_Own,In Service,,,,,,,,,,19079.64,,,,,,1,0,0,0,1,0,0,1,0,,2,,0,0,1,1,,No,,2g/3g/4g,Fo,3.84,5,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5691-3015610,5691,3015610,SIMANDRA,468501,????????? ??????????,??????????,?????????,"??????? ""???????"" , ???? ""?????????"" (??????? 1022 ???????? 1932 & 1943), ???.????. ?????????",40.34814167,23.31839722,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3474.24,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5692-3007634,5692,3007634,ANAFI,S36101,?????? ???????,?????,?????? (?????????),"????: ""?????????-?????????""",36.36563056,25.76504444,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,5938.08,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5694-3009750,5694,3009750,TRISTINIKA CHALKIDIKIS,345701,????????? ??????????,??????????,????????,"???? ""????????"", ???? ????????",40.01313611,23.86646111,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4383.96,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g,Mw,15,12,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,Licensing,Approvals,No,Yes,At Risk,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5695-3009243,5695,3009243,DIMITRITSI SERRON,363701,????????? ??????????,??????,?????????,"???? ""??????"" (??????????? 388), ???. ????. ????????????",41.00091389,23.42203056,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3025.08,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5699-3009260,5699,3009260,PALAIOCHORI KAVALAS,A51001,?????????? ?????????? ??? ??????,???????,????????,"??????????? 521, ???. ????. ????????????",40.97895833,24.191775,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,2987.4,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5700-3018415,5700,3018415,DRAMA_SOUTHEAST,338601,?????????? ?????????? ??? ??????,??????,??????,??????????? # 430 ???????????? ??????????,41.12895833,24.15316667,Macro,Greenfield,,Urban,Shared_VF_Own,In Service,,,,,,,,,,4678.44,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5701-3009883,5701,3009883,TICHERO EVROU,927901,?????????? ?????????? ??? ??????,?????,???????,"???? ""?????????"", ???. ????. ????????",41.04448056,26.27795278,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,6906.24,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5704-3009338,5704,3009338,THOURIO EVROU,919202,?????????? ?????????? ??? ??????,?????,??????????,"???? ""??????"", ??????? ?????? ??????",41.43113889,26.55186111,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,7192.45872,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,10,30,,,,,Outdoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5708-3010527,5708,3010527,MEGALOPOLI NORTH WEST,,????????????,????????,???????????,"??????? ??????? 61, ??????????",37.40400833,22.13245833,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,8920.68,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g,Mw,8,5.3,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5709-3007811,5709,3007811,GYMNO ARGOLIDAS,351801,????????????,?????????,????????,"????: ""?????????""",37.76150278,22.57303611,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,12,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,Licensing,Approvals,No,Yes,At Risk,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Vodafone,57-1000057,57,1000057,???? ??????,A93601,???????,?????????? ???????,?????????,"????? ""??????? - ???????"", ??. ??????, ????????? ???????????",38.17870278,24.05614444,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4369.08,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,12,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5710-3009352,5710,3009352,PETROTA EVROU,A41001,?????????? ?????????? ??? ??????,?????,????????,"???? ""???????"" ??????? ?????? ???????",41.69503333,26.12546667,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,2849.64,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,10,30,,,,,Outdoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,571-1000571,571,1000571,KAPODISTRIOU AVE.,,???????,??????? ????? ??????,???? ??????,???????????? 58 - ??? ?????,38.02953889,23.78057778,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,23745.6,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Fo,10,5.8,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5715-3008358,5715,3008358,SETA EVIAS,A96101,??????? ???????,???????,??????????,"???? ""??????"" ? ""?????"", ???. ????. ?????",38.52953611,23.91031667,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4570.68,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5716-3009788,5716,3009788,AGIASMA KOMOTINIS,947701,?????????? ?????????? ??? ??????,???????,??????,"???? ""???????"" (??????? ??????????), ???. ????. ????????",41.14977222,25.37765,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,2736.24,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5719-3009602,5719,3009602,GENISEA XANTHIS,A02701,?????????? ?????????? ??? ??????,??????,??????????,"??????? ""????????"" ???????????? ???????? (???? ??? ????? ??????-????? ?????), ?.?. ????????",41.06088889,24.98846944,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3879.24,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,10,36,,,,,Outdoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5720-3007990,5720,3007990,TRIPOLI CNR 3,352201,????????????,????????,????????,???? ??????? ??????????? 4 & ????????,37.51067222,22.37274722,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,11935.68,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,7.4,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,572-1000572,572,1000572,MELISSIA,,???????,??????? ????? ??????,?????????,"??????????? 47, ????????",38.05176111,23.83335833,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,20937,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Fo,10,6.5,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5721-3009814,5721,3009814,KYPSELI XANTHIS,A02801,?????????? ?????????? ??? ??????,??????,????????,"??????? (??????) ???????? ???????, ???. ????. ??????",41.03200278,24.84513056,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,10,30,,,,,Outdoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Vodafone,5723-3008797,5723,3008797,GIANNITSI EVIAS,A59201,??????? ???????,???????,?????????,"???? ""??????"", ???. ????. ???????",38.15230833,24.3756,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,3886.08,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5724-3012591,5724,3012591,POLYKASTRO KILKIS,A83501,????????? ??????????,??????,???????????,"???????????? 1080, ?????. ???????? 1967, ???????????? ???????????",41.00870556,22.58339167,Macro,Greenfield,,Urban,Shared_VF_Own,In Service,,,,,,,,,,2557.68,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_4-sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5726-3009258,5726,3009258,MYKI XANTHIS,A02901,?????????? ?????????? ??? ??????,??????,?????,"???? ""????? ????????"", ???. ????. ?????",41.25088889,24.90680556,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,4662,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,15,18,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5728-3008339,5728,3008339,SPARTI CNR 4,994301,????????????,????????,???????,"?????????????? 25, ???. ????. ??????",37.07373056,22.43246111,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,12277.68,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,3.84,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,573-3012157,573,3012157,KASTELA MIKROLIMANO,,???????,????????,????????,"??????? 3, ????????",37.93954167,23.65779444,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,19876.56,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Fo,4.5,3.65,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5734-3009185,5734,3009185,AG.ANNI,,???? ????,???? ????,????? ????,????? ???? ????,40.130075,24.29647778,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,4671.12,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g,Mw,2.5,0.5,,,,,Indoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Vodafone,5735-3008448,5735,3008448,NOMARCHIA KOMOTINIS,929901,?????????? ?????????? ??? ??????,???????,?????????,?????? 12 (& ?????????),41.11866111,25.40376111,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,14924.76,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,4.2,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5737-3012596,5737,3012596,ORESTIADA SW,,?????????? ?????????? ??? ??????,?????,??????????,"?????????????????? 84 (????? 12;), ?????????",41.49225,26.53241667,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,10095.24,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g,Mw,8,5.09,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5739-3009910,5739,3009910,POIMENIKO EVROU,458002,?????????? ?????????? ??? ??????,?????,?????????,"???? '???????"", ???. ????. ??????????",41.47586389,26.38019167,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,5608.8,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,574-1000574,574,1000574,TREIS GEFIRES,,???????,????????? ????? ??????,????????,"????. ??????? & ????? ??????????? 9 (?.?. 880-46), ???????",38.00787222,23.715575,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,15586.2,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Fo,16,4.59,,,,,Indoor,RTT,Transmission Hub Site_3-Sector,Rooftop,<09,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Vodafone,5743-3010616,5743,3010616,KIRINTHOS EVIAS,A16901,??????? ???????,???????,??????,"???? ""??????????"", ???. ????. ????????",38.78842778,23.44503056,Macro,Greenfield,,Rural,Shared_VF_Own,In Service,,,,,,,,,,5141.88,,,,,,1,0,0,1,0,0,1,0,0,,2,,1,0,1,1,,No,,2g/3g/4g,Mw,15,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5744-3011825,5744,3011825,ALYKES HALKIDAS,A97001,??????? ???????,???????,?????????,"????????? ???? ??????, ??????",38.49620833,23.53113611,Macro,Rooftop,,Urban,Shared_VF_Own,In Service,,,,,,,,,,10128.12,,,,,,1,0,0,1,0,0,1,0,0,,2,,0,0,1,1,,No,,2g/3g/4g,Mw,8,6.8,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Vodafone,5745-3027119,5745,3027119,MITILINI CASTLE,,??????? ???????,??????,?????????,????????? 33,39.10726944,26.552075,Macro,Rooftop,,Urban,Standalone,Planned,,,,,,,,,,1036, ,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,BTS,No,,2g/3g/4g,,,,,,,,,RTT,,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Vodafone,5749-3008597,5749,3008597,KOUTOULOUFARI HERSONISOU,,??????,?????????,??????????,????????????? ?????????? ????????? ??????,35.30675,25.39167778,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,15361.08,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2g/3g/4g,Mw,8,6,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
